geral_modalidade;geral_uf_br;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;RS;77;52,0;0,07987551867219916;0,6753246753246753;1039630,1829952784;19992,888134524583;15714,55499599696;1213,7910045105723;69048,61599077328
aon;SC;19;9,0;0,01970954356846473;0,47368421052631576;277463,4976603528;30829,277517816976;19716,376266445455;6762,471064675494;67155,86903510318
aon;SP;423;271,0;0,4387966804979253;0,640661938534279;6728419,597555725;24828,116596146585;29296,492501879195;474,5471375155624;321726,8370992873
aon;TO;1;0,0;0,001037344398340249;0,0;0,0;0,0;0,0;0,0;0,0
flex;AL;2;1,0;0,003305785123966942;0,5;6885,834926842393;6885,834926842393;0,0;6885,834926842393;6885,834926842393
flex;AM;2;1,0;0,003305785123966942;0,5;1431,9422014536176;1431,9422014536176;0,0;1431,9422014536176;1431,9422014536176
flex;BA;9;6,0;0,01487603305785124;0,6666666666666666;33087,221699107555;5514,536949851259;3517,0120557957257;333,96143249565256;10227,08432510811
flex;CE;25;25,0;0,04132231404958678;1,0;200873,59769830015;8034,9439079320055;10776,510871359025;51,38924030721325;34360,469492955795
flex;DF;10;9,0;0,01652892561983471;0,9;50509,69190151499;5612,187989057221;6117,088315649716;550,0292469323974;15980,030187249982
flex;ES;4;2,0;0,006611570247933884;0,5;12997,961346585133;6498,980673292566;2712,117332361614;4581,224116206099;8416,737230379033
flex;GO;3;2,0;0,0049586776859504135;0,6666666666666666;1508,5825739451075;754,2912869725537;25,936180163915257;735,9516381005733;772,6309358445343
flex;MG;30;27,0;0,049586776859504134;0,9;122596,62516295591;4540,615746776145;6563,210898472747;28,827732960442425;28046,72649130272
flex;MS;1;1,0;0,001652892561983471;1,0;2331,8089883762404;2331,8089883762404;0,0;2331,8089883762404;2331,8089883762404
flex;MT;1;1,0;0,001652892561983471;1,0;1991,0383755921137;1991,0383755921137;0,0;1991,0383755921137;1991,0383755921137
flex;PA;3;3,0;0,0049586776859504135;1,0;10547,52668114446;3515,8422270481533;5815,141240624107;81,74582087697323;10230,0
flex;PB;9;8,0;0,01487603305785124;0,8888888888888888;41093,494682203294;5136,686835275412;10518,87877058096;74,14076604483101;30496,418243167085
flex;PE;26;24,0;0,04297520661157025;0,9230769230769231;113718,43970121784;4738,268320884076;4355,030283274047;50,40499987607655;21149,62723171689
flex;PI;7;4,0;0,011570247933884297;0,5714285714285714;12723,418386314583;3180,8545965786457;2115,015966994116;1489,764212684552;5979,861494075166
flex;PR;21;17,0;0,03471074380165289;0,8095238095238095;170351,32347139233;10020,66608655249;13453,614115671318;39,09382666070885;43863,33510186434
flex;RJ;67;59,0;0,11074380165289256;0,8805970149253731;587571,7579796764;9958,843355587735;13706,95642551508;57,89381873351069;54025,22736999724
flex;RN;3;2,0;0,0049586776859504135;0,6666666666666666;20315,488678840135;10157,744339420067;9920,092015440281;3143,180005307719;17172,308673532414
flex;RO;2;2,0;0,003305785123966942;1,0;767,0930382320636;383,5465191160318;391,3088705549307;106,84936320819136;660,2436750238722
flex;RS;50;49,0;0,08264462809917356;0,98;236334,9687742588;4823,162628046098;6540,73551307274;47,04789189851697;28186,20797079656
flex;SC;14;12,0;0,023140495867768594;0,8571428571428571;16468,325720370987;1372,3604766975823;1372,5519883507964;34,08257636757432;4841,575473994122
flex;SE;1;0,0;0,001652892561983471;0,0;0,0;0,0;0,0;0,0;0,0
flex;SP;315;289,0;0,5206611570247934;0,9174603174603174;3660838,5913279685;12667,261561688472;35495,01903387906;24,186396829065757;385603,24
sub;AL;3;0,0;0,006802721088435374;0,0;0,0;0,0;0,0;0,0;0,0
sub;AM;8;0,0;0,018140589569160998;0,0;0,0;0,0;0,0;0,0;0,0
sub;AP;2;1,0;0,0045351473922902496;0,5;56,8042939459572;56,8042939459572;0,0;56,8042939459572;56,8042939459572
sub;BA;14;1,0;0,031746031746031744;0,07142857142857142;63,09494824973675;63,09494824973675;0,0;63,09494824973675;63,09494824973675
sub;CE;13;3,0;0,02947845804988662;0,23076923076923078;180,794568689884;60,26485622996133;63,64038797429446;5,108092297000608;129,8955571081433
sub;DF;5;4,0;0,011337868480725623;0,8;959,7365520161229;239,93413800403073;162,80190092707127;82,7584775802663;467,1682604354365
sub;ES;4;1,0;0,009070294784580499;0,25;9,431234410699489;9,431234410699489;0,0;9,431234410699489;9,431234410699489
sub;GO;4;1,0;0,009070294784580499;0,25;225,10881769576525;225,10881769576525;0,0;225,10881769576525;225,10881769576525
sub;MA;8;1,0;0,018140589569160998;0,125;39,86404706378105;39,86404706378105;0,0;39,86404706378105;39,86404706378105
sub;MG;44;6,0;0,09977324263038549;0,13636363636363635;3305,6156024667284;550,9359337444547;1113,1107566771552;5,804811235086812;2819,305118362721
sub;PA;10;1,0;0,022675736961451247;0,1;32,88253815179876;32,88253815179876;0,0;32,88253815179876;32,88253815179876
sub;PB;6;0,0;0,013605442176870748;0,0;0,0;0,0;0,0;0,0;0,0
sub;PE;15;3,0;0,034013605442176874;0,2;682,2082356688105;227,40274522293683;207,9991286427708;20,555696122885298;436,5351209875254
sub;PI;5;0,0;0,011337868480725623;0,0;0,0;0,0;0,0;0,0;0,0
sub;PR;28;8,0;0,06349206349206349;0,2857142857142857;2812,013798363346;351,5017247954182;471,82626954647696;5,138924030721324;1467,720446154908
sub;RJ;62;11,0;0,14058956916099774;0,1774193548387097;2165,4936003324156;196,86305457567414;313,1573421251736;3,0833544184327946;921,622615535676
sub;RN;3;0,0;0,006802721088435374;0,0;0,0;0,0;0,0;0,0;0,0
sub;RO;2;0,0;0,0045351473922902496;0,0;0,0;0,0;0,0;0,0;0,0
sub;RS;32;5,0;0,07256235827664399;0,15625;1077,7014799532562;215,54029599065126;169,81603113531628;34,03153023365086;482,974133092042
sub;SC;12;2,0;0,027210884353741496;0,16666666666666666;1791,3266173955988;895,6633086977994;745,0659180827112;368,8221455905336;1422,5044718050651
sub;SE;7;0,0;0,015873015873015872;0,0;0,0;0,0;0,0;0,0;0,0
sub;SP;148;31,0;0,3356009070294785;0,20945945945945946;11510,566823872905;371,3086072217066;943,2097314345725;3,0827379517311337;4127,142131526186
sub;XX;6;0,0;0,013605442176870748;0,0;0,0;0,0;0,0;0,0;0,0
